Urgency,Category,Issue,Affected URL,Details,Recommended Action
CRITICAL,Performance,Very slow response time: 8135ms,https://www.amipi.com/lastcall/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5920ms,https://www.amipi.com/lgd/?IsSingleDiamond=1&origin=2,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4379ms,https://www.amipi.com/lgd/?IsSingleDiamond=1&origin=2,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7338ms,https://www.amipi.com/meet,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7830ms,https://www.amipi.com/meet,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4710ms,https://www.amipi.com/natural-diamonds/?IsSingleDiamond=1&origin=1,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4486ms,https://www.amipi.com/natural-diamonds/?IsSingleDiamond=1&origin=1,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6406ms,https://www.amipi.com/necklaces,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6078ms,https://www.amipi.com/necklaces,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7307ms,https://www.amipi.com/necklaces/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6721ms,https://www.amipi.com/necklaces/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6214ms,https://www.amipi.com/pay,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7117ms,https://www.amipi.com/pay,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5606ms,https://www.amipi.com/pay/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7166ms,https://www.amipi.com/pay/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4212ms,https://www.amipi.com/pay/check/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7622ms,https://www.amipi.com/pay/check/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4594ms,https://www.amipi.com/pay/check/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4509ms,https://www.amipi.com/pay/check/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4494ms,https://www.amipi.com/pay/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4231ms,https://www.amipi.com/pay/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4430ms,https://www.amipi.com/pay/wire/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7879ms,https://www.amipi.com/pay/wire/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4446ms,https://www.amipi.com/pay/zelle/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6997ms,https://www.amipi.com/pay/zelle/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5278ms,https://www.amipi.com/pay/zelle/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4096ms,https://www.amipi.com/pay/zelle/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4846ms,https://www.amipi.com/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5176ms,https://www.amipi.com/payments@amipi.com,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4968ms,https://www.amipi.com/register/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4647ms,https://www.amipi.com/register/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5084ms,https://www.amipi.com/register/downloads/aml.pdf,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4128ms,https://www.amipi.com/register/downloads/aml.pdf,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4609ms,https://www.amipi.com/register/downloads/application.pdf,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4251ms,https://www.amipi.com/register/downloads/application.pdf,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5482ms,https://www.amipi.com/remote,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5745ms,https://www.amipi.com/remote,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5274ms,https://www.amipi.com/remote/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4938ms,https://www.amipi.com/remote/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6670ms,https://www.amipi.com/rings,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7704ms,https://www.amipi.com/rings,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7287ms,https://www.amipi.com/rings/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 18727ms,https://www.amipi.com/rings/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4779ms,https://www.amipi.com/schedule-meeting,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4289ms,https://www.amipi.com/schedule-meeting,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4670ms,https://www.amipi.com/sell,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4891ms,https://www.amipi.com/sell,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5477ms,https://www.amipi.com/sell.php,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 5390ms,https://www.amipi.com/sell.php,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6271ms,https://www.amipi.com/specials,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 7724ms,https://www.amipi.com/specials,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6249ms,https://www.amipi.com/specials/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6769ms,https://www.amipi.com/specials/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6414ms,https://www.amipi.com/studs,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6464ms,https://www.amipi.com/studs,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 6398ms,https://www.amipi.com/studs/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 8090ms,https://www.amipi.com/studs/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
CRITICAL,Performance,Very slow response time: 4841ms,https://www.amipi.com/terms-of-use/,,"Implement server-side caching (Redis/Memcached) for frequent database queries and enable HTTP caching headers, while profiling and optimizing slow SQL queries with proper indexing."
