Urgency,Category,Issue,Affected URL,Details,Recommended Action
CRITICAL,Performance,Very slow response time: 5115ms,https://www.amipi.com/My-Cart/,,"https://www.amipi.com/My-Cart/ is slow at crawl time. Current value: Very slow response time:  5115ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5292ms,https://www.amipi.com/Privacy-Policy/,,"https://www.amipi.com/Privacy-Policy/ is slow at crawl time. Current value: Very slow response time:  5292ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4879ms,https://www.amipi.com/Privacy-Policy/,,"https://www.amipi.com/Privacy-Policy/ is slow at crawl time. Current value: Very slow response time:  4879ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5809ms,https://www.amipi.com/Schedule-Appointment/,,"https://www.amipi.com/Schedule-Appointment/ is slow at crawl time. Current value: Very slow response time:  5809ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5246ms,https://www.amipi.com/Schedule-Appointment/,,"https://www.amipi.com/Schedule-Appointment/ is slow at crawl time. Current value: Very slow response time:  5246ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5172ms,https://www.amipi.com/Testimonials/,,"https://www.amipi.com/Testimonials/ is slow at crawl time. Current value: Very slow response time:  5172ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5625ms,https://www.amipi.com/Testimonials/,,"https://www.amipi.com/Testimonials/ is slow at crawl time. Current value: Very slow response time:  5625ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8156ms,https://www.amipi.com/about-us/,,"https://www.amipi.com/about-us/ is slow at crawl time. Current value: Very slow response time:  8156ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8289ms,https://www.amipi.com/about-us/,,"https://www.amipi.com/about-us/ is slow at crawl time. Current value: Very slow response time:  8289ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6184ms,https://www.amipi.com/amipi-cares/,,"https://www.amipi.com/amipi-cares/ is slow at crawl time. Current value: Very slow response time:  6184ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7235ms,https://www.amipi.com/amipi-cares/,,"https://www.amipi.com/amipi-cares/ is slow at crawl time. Current value: Very slow response time:  7235ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5312ms,https://www.amipi.com/bands-old/,,"https://www.amipi.com/bands-old/ is slow at crawl time. Current value: Very slow response time:  5312ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5787ms,https://www.amipi.com/bands-old/,,"https://www.amipi.com/bands-old/ is slow at crawl time. Current value: Very slow response time:  5787ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8124ms,https://www.amipi.com/bands/,,"https://www.amipi.com/bands/ is slow at crawl time. Current value: Very slow response time:  8124ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8307ms,https://www.amipi.com/bands/,,"https://www.amipi.com/bands/ is slow at crawl time. Current value: Very slow response time:  8307ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8615ms,https://www.amipi.com/basics/,,"https://www.amipi.com/basics/ is slow at crawl time. Current value: Very slow response time:  8615ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8860ms,https://www.amipi.com/basics/,,"https://www.amipi.com/basics/ is slow at crawl time. Current value: Very slow response time:  8860ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4949ms,https://www.amipi.com/br-test/,,"https://www.amipi.com/br-test/ is slow at crawl time. Current value: Very slow response time:  4949ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4832ms,https://www.amipi.com/br-test/,,"https://www.amipi.com/br-test/ is slow at crawl time. Current value: Very slow response time:  4832ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6436ms,https://www.amipi.com/bracelets/,,"https://www.amipi.com/bracelets/ is slow at crawl time. Current value: Very slow response time:  6436ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6612ms,https://www.amipi.com/bracelets/,,"https://www.amipi.com/bracelets/ is slow at crawl time. Current value: Very slow response time:  6612ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8685ms,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,,"https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1 is slow at crawl time. Current value: Very slow response time:  8685ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8737ms,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1,,"https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=1 is slow at crawl time. Current value: Very slow response time:  8737ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8703ms,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,,"https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2 is slow at crawl time. Current value: Very slow response time:  8703ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8745ms,https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2,,"https://www.amipi.com/certified.php/?IsSingleDiamond=1&DiamondType=2 is slow at crawl time. Current value: Very slow response time:  8745ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8310ms,https://www.amipi.com/certified.php/?type=bracelets&/,,"https://www.amipi.com/certified.php/?type=bracelets&/ is slow at crawl time. Current value: Very slow response time:  8310ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8265ms,https://www.amipi.com/certified.php/?type=bracelets&/,,"https://www.amipi.com/certified.php/?type=bracelets&/ is slow at crawl time. Current value: Very slow response time:  8265ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7178ms,https://www.amipi.com/certified.php/?type=studs/,,"https://www.amipi.com/certified.php/?type=studs/ is slow at crawl time. Current value: Very slow response time:  7178ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7532ms,https://www.amipi.com/certified.php/?type=studs/,,"https://www.amipi.com/certified.php/?type=studs/ is slow at crawl time. Current value: Very slow response time:  7532ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6918ms,https://www.amipi.com/compare-product.php,,"https://www.amipi.com/compare-product.php is slow at crawl time. Current value: Very slow response time:  6918ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 9010ms,https://www.amipi.com/compare-product.php,,"https://www.amipi.com/compare-product.php is slow at crawl time. Current value: Very slow response time:  9010ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7935ms,https://www.amipi.com/flexi-bangles/,,"https://www.amipi.com/flexi-bangles/ is slow at crawl time. Current value: Very slow response time:  7935ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6843ms,https://www.amipi.com/flexi-bangles/,,"https://www.amipi.com/flexi-bangles/ is slow at crawl time. Current value: Very slow response time:  6843ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6659ms,https://www.amipi.com/hoops/,,"https://www.amipi.com/hoops/ is slow at crawl time. Current value: Very slow response time:  6659ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6556ms,https://www.amipi.com/hoops/,,"https://www.amipi.com/hoops/ is slow at crawl time. Current value: Very slow response time:  6556ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5903ms,https://www.amipi.com/index.php,,"https://www.amipi.com/index.php is slow at crawl time. Current value: Very slow response time:  5903ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5722ms,https://www.amipi.com/index.php,,"https://www.amipi.com/index.php is slow at crawl time. Current value: Very slow response time:  5722ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7459ms,https://www.amipi.com/lastcall/,,"https://www.amipi.com/lastcall/ is slow at crawl time. Current value: Very slow response time:  7459ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7704ms,https://www.amipi.com/lastcall/,,"https://www.amipi.com/lastcall/ is slow at crawl time. Current value: Very slow response time:  7704ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7917ms,https://www.amipi.com/meet,,"https://www.amipi.com/meet is slow at crawl time. Current value: Very slow response time:  7917ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7482ms,https://www.amipi.com/meet,,"https://www.amipi.com/meet is slow at crawl time. Current value: Very slow response time:  7482ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6238ms,https://www.amipi.com/necklaces/,,"https://www.amipi.com/necklaces/ is slow at crawl time. Current value: Very slow response time:  6238ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6584ms,https://www.amipi.com/necklaces/,,"https://www.amipi.com/necklaces/ is slow at crawl time. Current value: Very slow response time:  6584ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6412ms,https://www.amipi.com/pay,,"https://www.amipi.com/pay is slow at crawl time. Current value: Very slow response time:  6412ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7481ms,https://www.amipi.com/pay,,"https://www.amipi.com/pay is slow at crawl time. Current value: Very slow response time:  7481ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6381ms,https://www.amipi.com/pay/,,"https://www.amipi.com/pay/ is slow at crawl time. Current value: Very slow response time:  6381ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7950ms,https://www.amipi.com/pay/,,"https://www.amipi.com/pay/ is slow at crawl time. Current value: Very slow response time:  7950ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5465ms,https://www.amipi.com/pay/check/,,"https://www.amipi.com/pay/check/ is slow at crawl time. Current value: Very slow response time:  5465ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7375ms,https://www.amipi.com/pay/check/,,"https://www.amipi.com/pay/check/ is slow at crawl time. Current value: Very slow response time:  7375ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4876ms,https://www.amipi.com/pay/check/payments@amipi.com,,"https://www.amipi.com/pay/check/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  4876ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5180ms,https://www.amipi.com/pay/check/payments@amipi.com,,"https://www.amipi.com/pay/check/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  5180ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4743ms,https://www.amipi.com/pay/payments@amipi.com,,"https://www.amipi.com/pay/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  4743ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5765ms,https://www.amipi.com/pay/payments@amipi.com,,"https://www.amipi.com/pay/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  5765ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4467ms,https://www.amipi.com/pay/wire/,,"https://www.amipi.com/pay/wire/ is slow at crawl time. Current value: Very slow response time:  4467ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7304ms,https://www.amipi.com/pay/wire/,,"https://www.amipi.com/pay/wire/ is slow at crawl time. Current value: Very slow response time:  7304ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4744ms,https://www.amipi.com/pay/zelle/,,"https://www.amipi.com/pay/zelle/ is slow at crawl time. Current value: Very slow response time:  4744ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7204ms,https://www.amipi.com/pay/zelle/,,"https://www.amipi.com/pay/zelle/ is slow at crawl time. Current value: Very slow response time:  7204ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4917ms,https://www.amipi.com/pay/zelle/payments@amipi.com,,"https://www.amipi.com/pay/zelle/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  4917ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5492ms,https://www.amipi.com/pay/zelle/payments@amipi.com,,"https://www.amipi.com/pay/zelle/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  5492ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7640ms,https://www.amipi.com/payments@amipi.com,,"https://www.amipi.com/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  7640ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4877ms,https://www.amipi.com/payments@amipi.com,,"https://www.amipi.com/payments@amipi.com is slow at crawl time. Current value: Very slow response time:  4877ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6113ms,https://www.amipi.com/register/,,"https://www.amipi.com/register/ is slow at crawl time. Current value: Very slow response time:  6113ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5655ms,https://www.amipi.com/register/,,"https://www.amipi.com/register/ is slow at crawl time. Current value: Very slow response time:  5655ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4817ms,https://www.amipi.com/register/downloads/aml.pdf,,"https://www.amipi.com/register/downloads/aml.pdf is slow at crawl time. Current value: Very slow response time:  4817ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5003ms,https://www.amipi.com/register/downloads/aml.pdf,,"https://www.amipi.com/register/downloads/aml.pdf is slow at crawl time. Current value: Very slow response time:  5003ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4651ms,https://www.amipi.com/register/downloads/application.pdf,,"https://www.amipi.com/register/downloads/application.pdf is slow at crawl time. Current value: Very slow response time:  4651ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4815ms,https://www.amipi.com/register/downloads/application.pdf,,"https://www.amipi.com/register/downloads/application.pdf is slow at crawl time. Current value: Very slow response time:  4815ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7028ms,https://www.amipi.com/remote/,,"https://www.amipi.com/remote/ is slow at crawl time. Current value: Very slow response time:  7028ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6014ms,https://www.amipi.com/remote/,,"https://www.amipi.com/remote/ is slow at crawl time. Current value: Very slow response time:  6014ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7069ms,https://www.amipi.com/rings/,,"https://www.amipi.com/rings/ is slow at crawl time. Current value: Very slow response time:  7069ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8250ms,https://www.amipi.com/rings/,,"https://www.amipi.com/rings/ is slow at crawl time. Current value: Very slow response time:  8250ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4986ms,https://www.amipi.com/schedule-meeting,,"https://www.amipi.com/schedule-meeting is slow at crawl time. Current value: Very slow response time:  4986ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 4966ms,https://www.amipi.com/schedule-meeting,,"https://www.amipi.com/schedule-meeting is slow at crawl time. Current value: Very slow response time:  4966ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5888ms,https://www.amipi.com/sell.php,,"https://www.amipi.com/sell.php is slow at crawl time. Current value: Very slow response time:  5888ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 5901ms,https://www.amipi.com/sell.php,,"https://www.amipi.com/sell.php is slow at crawl time. Current value: Very slow response time:  5901ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 6882ms,https://www.amipi.com/specials/,,"https://www.amipi.com/specials/ is slow at crawl time. Current value: Very slow response time:  6882ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8224ms,https://www.amipi.com/specials/,,"https://www.amipi.com/specials/ is slow at crawl time. Current value: Very slow response time:  8224ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 9146ms,https://www.amipi.com/studs,,"https://www.amipi.com/studs is slow at crawl time. Current value: Very slow response time:  9146ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 8302ms,https://www.amipi.com/studs,,"https://www.amipi.com/studs is slow at crawl time. Current value: Very slow response time:  8302ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
CRITICAL,Performance,Very slow response time: 7524ms,https://www.amipi.com/studs/,,"https://www.amipi.com/studs/ is slow at crawl time. Current value: Very slow response time:  7524ms. Cache the generated HTML for this page, reduce backend/database work for its route, and serve static assets through the CDN. The immediate target is under 1000ms response time, with critical pages ideally below 500ms."
